No_Of_Owners,car_age,Mileage,Fuel_Type,Kilomerters_driven,Price,Features_encoded,Model_encoded,location_encoded
2,7,16.14,1,11.695255355062795,1.791759469228055,81,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,28
2,7,25.17,1,11.695255355062795,1.791759469228055,81,202,34
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,204
2,7,16.47,1,11.695255355062795,1.791759469228055,79,202,28
2,7,18.1,1,11.695255355062795,1.791759469228055,81,202,28
2,7,18.0,1,11.695255355062795,1.791759469228055,163,202,28
2,7,18.15,1,11.695255355062795,1.791759469228055,39,202,28
2,7,17.8,1,11.695255355062795,1.791759469228055,79,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,155,202,36
2,7,13.24,1,11.695255355062795,1.791759469228055,72,202,28
2,7,15.9,1,11.695255355062795,1.791759469228055,81,202,28
2,7,15.04,1,11.695255355062795,1.791759469228055,79,202,192
2,7,12.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,18.15,1,11.695255355062795,1.791759469228055,81,202,195
2,7,22.25,1,11.695255355062795,1.791759469228055,37,202,28
2,7,11.74,1,11.695255355062795,1.791759469228055,72,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,28
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,36
2,7,14.34,1,11.695255355062795,1.791759469228055,100,202,69
2,7,17.6,1,11.695255355062795,1.791759469228055,72,202,28
2,7,23.1,1,11.695255355062795,1.791759469228055,129,202,192
2,7,17.4,1,11.695255355062795,1.791759469228055,79,202,36
2,7,19.16,1,11.695255355062795,1.791759469228055,72,202,36
2,7,11.3,1,11.695255355062795,1.791759469228055,72,202,36
2,7,16.1,1,11.695255355062795,1.791759469228055,150,202,195
2,7,11.36,1,11.695255355062795,1.791759469228055,148,202,28
2,7,12.74,1,11.695255355062795,1.791759469228055,74,202,28
2,7,8.45,1,11.695255355062795,1.791759469228055,72,202,36
2,7,14.28,1,11.695255355062795,1.791759469228055,72,202,36
2,7,16.56,1,11.695255355062795,1.791759469228055,259,202,28
2,7,23.0,1,11.695255355062795,1.791759469228055,191,202,206
2,7,18.3,1,11.695255355062795,1.791759469228055,81,202,28
2,7,26.11,1,11.695255355062795,1.791759469228055,150,202,28
2,7,20.89,1,11.695255355062795,1.791759469228055,126,202,204
2,7,12.65,1,11.695255355062795,1.791759469228055,72,202,206
2,7,18.0,1,11.695255355062795,1.791759469228055,155,202,34
2,7,20.51,1,11.695255355062795,1.791759469228055,150,202,36
2,7,21.01,1,11.695255355062795,1.791759469228055,81,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,36
2,7,22.56,1,11.695255355062795,1.791759469228055,150,202,192
2,7,21.9,1,11.695255355062795,1.791759469228055,79,202,194
2,7,12.63,1,11.695255355062795,1.791759469228055,72,202,195
2,7,17.8,1,11.695255355062795,1.791759469228055,75,202,28
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,28
2,7,21.56,1,11.695255355062795,1.791759469228055,79,202,28
2,7,16.13,1,11.695255355062795,1.791759469228055,72,202,28
2,7,17.4,1,11.695255355062795,1.791759469228055,81,202,28
2,7,19.01,1,11.695255355062795,1.791759469228055,72,202,206
2,7,26.6,1,11.695255355062795,1.791759469228055,131,202,204
2,7,17.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,23.0,1,11.695255355062795,1.791759469228055,79,202,36
2,7,16.35,1,11.695255355062795,1.791759469228055,81,202,195
2,7,18.27,1,11.695255355062795,1.791759469228055,81,202,200
2,7,17.0,1,11.695255355062795,1.791759469228055,81,202,36
2,7,15.04,1,11.695255355062795,1.791759469228055,79,202,192
2,7,18.9,1,11.695255355062795,1.791759469228055,93,202,28
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,36
2,7,17.19,1,11.695255355062795,1.791759469228055,79,202,28
2,7,26.6,1,11.695255355062795,1.791759469228055,131,202,192
2,7,33.54,1,11.695255355062795,1.791759469228055,121,202,36
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,192
2,7,23.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,155,202,36
2,7,21.21,1,11.695255355062795,1.791759469228055,237,202,28
2,7,33.54,1,11.695255355062795,1.791759469228055,121,202,28
2,7,33.54,1,11.695255355062795,1.791759469228055,121,202,28
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,150,202,28
2,7,20.3,1,11.695255355062795,1.791759469228055,81,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,61,202,34
2,7,18.2,1,11.695255355062795,1.791759469228055,74,202,34
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,204
2,7,18.75,1,11.695255355062795,1.791759469228055,81,202,34
2,7,18.3,1,11.695255355062795,1.791759469228055,81,202,28
2,7,20.5,1,11.695255355062795,1.791759469228055,155,202,28
2,7,19.89,1,11.695255355062795,1.791759469228055,155,202,34
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,192
2,7,20.0,1,11.695255355062795,1.791759469228055,125,202,28
2,7,16.14,1,11.695255355062795,1.791759469228055,81,202,204
2,7,18.27,1,11.695255355062795,1.791759469228055,155,202,28
2,7,14.9,1,11.695255355062795,1.791759469228055,81,202,36
2,7,25.83,1,11.695255355062795,1.791759469228055,79,202,195
2,7,25.83,1,11.695255355062795,1.791759469228055,79,202,195
2,7,17.4,1,11.695255355062795,1.791759469228055,79,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,72,202,42
2,7,26.6,1,11.695255355062795,1.791759469228055,131,202,204
2,7,17.0,1,11.695255355062795,1.791759469228055,81,202,36
2,7,17.8,1,11.695255355062795,1.791759469228055,162,202,28
2,7,18.0,1,11.695255355062795,1.791759469228055,163,202,28
2,7,18.1,1,11.695255355062795,1.791759469228055,79,202,36
2,7,20.37,1,11.695255355062795,1.791759469228055,72,202,34
2,7,20.4,1,11.695255355062795,1.791759469228055,121,202,28
2,7,20.7,1,11.695255355062795,1.791759469228055,81,202,28
2,7,13.38,1,11.695255355062795,1.791759469228055,74,202,28
2,7,20.09,1,11.695255355062795,1.791759469228055,81,202,34
2,7,23.95,1,11.695255355062795,1.791759469228055,122,202,36
2,7,15.04,1,11.695255355062795,1.791759469228055,72,202,28
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,28
2,7,12.9,1,11.695255355062795,1.791759469228055,73,202,36
2,7,24.3,1,11.695255355062795,1.791759469228055,153,202,34
2,7,17.9,1,11.695255355062795,1.791759469228055,72,202,195
2,7,20.68,1,11.695255355062795,1.791759469228055,74,202,36
2,7,22.35,1,11.695255355062795,1.791759469228055,150,202,28
2,7,20.3,1,11.695255355062795,1.791759469228055,113,202,192
2,7,19.81,1,11.695255355062795,1.791759469228055,240,202,28
2,7,16.0,1,11.695255355062795,1.791759469228055,79,202,194
2,7,20.68,1,11.695255355062795,1.791759469228055,74,202,204
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,155,202,36
2,7,18.2,1,11.695255355062795,1.791759469228055,155,202,34
2,7,23.7,1,11.695255355062795,1.791759469228055,81,202,26
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,28
2,7,18.5,1,11.695255355062795,1.791759469228055,106,202,28
2,7,19.81,1,11.695255355062795,1.791759469228055,129,202,28
2,7,17.1,1,11.695255355062795,1.791759469228055,79,202,36
2,7,20.51,1,11.695255355062795,1.791759469228055,131,202,195
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,28
2,7,14.34,1,11.695255355062795,1.791759469228055,74,202,28
2,7,11.3,1,11.695255355062795,1.791759469228055,72,202,192
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,28
2,7,16.0,1,11.695255355062795,1.791759469228055,81,202,200
2,7,13.47,1,11.695255355062795,1.791759469228055,8,202,195
2,7,17.0,1,11.695255355062795,1.791759469228055,191,202,192
2,7,10.13,1,11.695255355062795,1.791759469228055,72,202,34
2,7,20.0,1,11.695255355062795,1.791759469228055,99,202,28
2,7,13.5,1,11.695255355062795,1.791759469228055,148,202,36
2,7,15.6,1,11.695255355062795,1.791759469228055,72,202,28
2,7,12.99,1,11.695255355062795,1.791759469228055,211,202,28
2,7,19.12,1,11.695255355062795,1.791759469228055,79,202,34
2,7,19.34,1,11.695255355062795,1.791759469228055,150,202,36
2,7,19.1,1,11.695255355062795,1.791759469228055,93,202,192
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,204
2,7,26.0,1,11.695255355062795,1.791759469228055,155,202,28
2,7,11.36,1,11.695255355062795,1.791759469228055,148,202,36
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,28
2,7,20.36,1,11.695255355062795,1.791759469228055,212,202,28
2,7,25.2,1,11.695255355062795,1.791759469228055,72,202,34
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,28
2,7,17.5,1,11.695255355062795,1.791759469228055,81,202,28
2,7,20.27,1,11.695255355062795,1.791759469228055,74,202,36
2,7,17.68,1,11.695255355062795,1.791759469228055,72,202,28
2,7,12.74,1,11.695255355062795,1.791759469228055,74,202,28
2,7,23.84,1,11.695255355062795,1.791759469228055,121,202,28
2,7,23.1,1,11.695255355062795,1.791759469228055,129,202,34
2,7,18.1,1,11.695255355062795,1.791759469228055,153,202,28
2,7,21.4,1,11.695255355062795,1.791759469228055,153,202,28
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,192
2,7,19.33,1,11.695255355062795,1.791759469228055,81,202,192
2,7,26.6,1,11.695255355062795,1.791759469228055,131,202,192
2,7,18.5,1,11.695255355062795,1.791759469228055,240,202,192
2,7,26.11,1,11.695255355062795,1.791759469228055,74,202,192
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,28
2,7,19.65,1,11.695255355062795,1.791759469228055,81,202,28
2,7,17.8,1,11.695255355062795,1.791759469228055,79,202,192
2,7,23.1,1,11.695255355062795,1.791759469228055,121,202,34
2,7,16.02,1,11.695255355062795,1.791759469228055,93,202,28
2,7,25.0,1,11.695255355062795,1.791759469228055,81,202,34
2,7,22.56,1,11.695255355062795,1.791759469228055,74,202,28
2,7,15.0,1,11.695255355062795,1.791759469228055,168,202,34
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,36
2,7,21.0,1,11.695255355062795,1.791759469228055,81,202,36
2,7,17.0,1,11.695255355062795,1.791759469228055,72,202,28
2,7,17.9,1,11.695255355062795,1.791759469228055,72,202,28
2,7,18.6,1,11.695255355062795,1.791759469228055,91,202,192
2,7,17.9,1,11.695255355062795,1.791759469228055,72,202,28
2,7,11.3,1,11.695255355062795,1.791759469228055,72,202,195
2,7,26.08,1,11.695255355062795,1.791759469228055,150,202,28
2,7,17.4,1,11.695255355062795,1.791759469228055,79,202,192
2,7,14.09,1,11.695255355062795,1.791759469228055,107,202,192
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,192
2,7,19.12,1,11.695255355062795,1.791759469228055,79,202,192
2,7,26.0,1,11.695255355062795,1.791759469228055,155,202,28
2,7,17.8,1,11.695255355062795,1.791759469228055,162,202,28
2,7,19.7,1,11.695255355062795,1.791759469228055,18,202,192
2,7,21.4,1,11.695255355062795,1.791759469228055,153,202,36
2,7,17.4,1,11.695255355062795,1.791759469228055,79,202,36
2,7,13.68,1,11.695255355062795,1.791759469228055,148,202,28
2,7,22.0,1,11.695255355062795,1.791759469228055,237,202,28
2,7,17.68,1,11.695255355062795,1.791759469228055,72,202,28
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,28
2,7,20.8,1,11.695255355062795,1.791759469228055,74,202,28
2,7,8.0,1,11.695255355062795,1.791759469228055,74,202,41
2,7,14.9,1,11.695255355062795,1.791759469228055,81,202,28
2,7,17.38,1,11.695255355062795,1.791759469228055,155,202,34
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,93,202,28
2,7,14.8,1,11.695255355062795,1.791759469228055,72,202,28
2,7,16.0,1,11.695255355062795,1.791759469228055,150,202,192
2,7,18.0,1,11.695255355062795,1.791759469228055,146,202,28
2,7,20.14,1,11.695255355062795,1.791759469228055,79,202,28
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,36
2,7,16.47,1,11.695255355062795,1.791759469228055,79,202,28
2,7,18.5,1,11.695255355062795,1.791759469228055,186,202,28
2,7,12.3,1,11.695255355062795,1.791759469228055,72,202,28
2,7,23.95,1,11.695255355062795,1.791759469228055,122,202,36
2,7,20.89,1,11.695255355062795,1.791759469228055,126,202,28
2,7,12.07,1,11.695255355062795,1.791759469228055,72,202,195
2,7,17.0,1,11.695255355062795,1.791759469228055,72,202,28
2,7,21.79,1,11.695255355062795,1.791759469228055,155,202,28
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,17.01,1,11.695255355062795,1.791759469228055,81,202,192
2,7,19.01,1,11.695255355062795,1.791759469228055,41,202,28
2,7,14.16,1,11.695255355062795,1.791759469228055,72,202,41
2,7,21.21,1,11.695255355062795,1.791759469228055,148,202,192
2,7,15.85,1,11.695255355062795,1.791759469228055,155,202,28
2,7,13.96,1,11.695255355062795,1.791759469228055,74,202,192
2,7,19.08,1,11.695255355062795,1.791759469228055,79,202,192
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,192
2,7,20.01,1,11.695255355062795,1.791759469228055,207,202,28
2,7,13.96,1,11.695255355062795,1.791759469228055,74,202,192
2,7,18.0,1,11.695255355062795,1.791759469228055,155,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,91,202,28
2,7,14.0,1,11.695255355062795,1.791759469228055,76,202,204
2,7,26.49,1,11.695255355062795,1.791759469228055,81,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,156,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,18.6,1,11.695255355062795,1.791759469228055,91,202,28
2,7,12.4,1,11.695255355062795,1.791759469228055,74,202,205
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,34
2,7,16.8,1,11.695255355062795,1.791759469228055,74,202,78
2,7,18.2,1,11.695255355062795,1.791759469228055,74,202,192
2,7,25.44,1,11.695255355062795,1.791759469228055,242,202,28
2,7,24.0,1,11.695255355062795,1.791759469228055,156,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,28
2,7,20.4,1,11.695255355062795,1.791759469228055,136,202,28
2,7,16.8,1,11.695255355062795,1.791759469228055,74,202,78
2,7,12.65,1,11.695255355062795,1.791759469228055,72,202,28
2,7,13.6,1,11.695255355062795,1.791759469228055,168,202,36
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,28
2,7,19.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,28
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,28
2,7,18.41,1,11.695255355062795,1.791759469228055,74,202,28
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,28
2,7,22.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,17.1,1,11.695255355062795,1.791759469228055,79,202,41
2,7,20.25,1,11.695255355062795,1.791759469228055,81,202,28
2,7,15.2,1,11.695255355062795,1.791759469228055,74,202,28
2,7,20.89,1,11.695255355062795,1.791759469228055,79,202,204
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,204
2,7,18.6,1,11.695255355062795,1.791759469228055,91,202,28
2,7,20.3,1,11.695255355062795,1.791759469228055,125,202,34
2,7,13.68,1,11.695255355062795,1.791759469228055,151,202,28
2,7,18.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,20.7,1,11.695255355062795,1.791759469228055,81,202,28
2,7,20.77,1,11.695255355062795,1.791759469228055,72,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,0,202,34
2,7,14.6,1,11.695255355062795,1.791759469228055,93,202,28
2,7,16.5,1,11.695255355062795,1.791759469228055,81,202,28
2,7,25.17,1,11.695255355062795,1.791759469228055,94,202,36
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,194
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,34
2,7,19.5,1,11.695255355062795,1.791759469228055,79,202,192
2,7,21.4,1,11.695255355062795,1.791759469228055,153,202,28
2,7,25.5,1,11.695255355062795,1.791759469228055,81,202,28
2,7,19.4,1,11.695255355062795,1.791759469228055,163,202,192
2,7,18.6,1,11.695255355062795,1.791759469228055,79,202,28
2,7,21.76,1,11.695255355062795,1.791759469228055,72,202,200
2,7,19.02,1,11.695255355062795,1.791759469228055,150,202,200
2,7,21.76,1,11.695255355062795,1.791759469228055,72,202,200
2,7,18.7,1,11.695255355062795,1.791759469228055,79,202,28
2,7,15.29,1,11.695255355062795,1.791759469228055,153,202,28
2,7,19.33,1,11.695255355062795,1.791759469228055,81,202,192
2,7,23.0,1,11.695255355062795,1.791759469228055,79,202,195
2,7,21.1,1,11.695255355062795,1.791759469228055,241,202,28
2,7,22.1,1,11.695255355062795,1.791759469228055,81,202,195
2,7,25.83,1,11.695255355062795,1.791759469228055,81,202,36
2,7,17.0,1,11.695255355062795,1.791759469228055,74,202,36
2,7,20.36,1,11.695255355062795,1.791759469228055,214,202,192
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,26
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,204
2,7,19.56,1,11.695255355062795,1.791759469228055,81,202,36
2,7,28.4,1,11.695255355062795,1.791759469228055,148,202,28
2,7,22.38,1,11.695255355062795,1.791759469228055,36,202,195
2,7,30.48,1,11.695255355062795,1.791759469228055,81,202,28
2,7,23.01,1,11.695255355062795,1.791759469228055,81,202,34
2,7,17.4,1,11.695255355062795,1.791759469228055,81,202,36
2,7,17.01,1,11.695255355062795,1.791759469228055,79,202,28
2,7,21.4,1,11.695255355062795,1.791759469228055,81,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,28
2,7,11.3,1,11.695255355062795,1.791759469228055,72,202,28
2,7,20.0,1,11.695255355062795,1.791759469228055,125,202,34
2,7,20.68,1,11.695255355062795,1.791759469228055,74,202,28
2,7,23.1,1,11.695255355062795,1.791759469228055,129,202,28
2,7,14.0,1,11.695255355062795,1.791759469228055,76,202,204
2,7,19.4,1,11.695255355062795,1.791759469228055,163,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,72,202,204
2,7,16.1,1,11.695255355062795,1.791759469228055,150,202,28
2,7,21.46,1,11.695255355062795,1.791759469228055,155,202,28
2,7,18.0,1,11.695255355062795,1.791759469228055,132,202,194
2,7,18.25,1,11.695255355062795,1.791759469228055,72,202,195
2,7,18.6,1,11.695255355062795,1.791759469228055,79,202,28
2,7,20.7,1,11.695255355062795,1.791759469228055,81,202,28
2,7,14.47,1,11.695255355062795,1.791759469228055,150,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,156,202,28
2,7,17.9,1,11.695255355062795,1.791759469228055,72,202,36
2,7,20.36,1,11.695255355062795,1.791759469228055,181,202,36
2,7,18.49,1,11.695255355062795,1.791759469228055,81,202,192
2,7,18.12,1,11.695255355062795,1.791759469228055,72,202,34
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,79,202,28
2,7,17.9,1,11.695255355062795,1.791759469228055,72,202,28
2,7,14.28,1,11.695255355062795,1.791759469228055,72,202,36
2,7,21.4,1,11.695255355062795,1.791759469228055,81,202,36
2,7,10.93,1,11.695255355062795,1.791759469228055,72,202,28
2,7,12.99,1,11.695255355062795,1.791759469228055,182,202,34
2,7,23.4,1,11.695255355062795,1.791759469228055,93,202,192
2,7,13.96,1,11.695255355062795,1.791759469228055,74,202,28
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,28
2,7,22.41,1,11.695255355062795,1.791759469228055,148,202,28
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,17.4,1,11.695255355062795,1.791759469228055,155,202,28
2,7,12.55,1,11.695255355062795,1.791759469228055,79,202,28
2,7,18.6,1,11.695255355062795,1.791759469228055,129,202,192
2,7,26.6,1,11.695255355062795,1.791759469228055,155,202,192
2,7,24.4,1,11.695255355062795,1.791759469228055,79,202,28
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,192
2,7,10.91,1,11.695255355062795,1.791759469228055,79,202,192
2,7,18.6,1,11.695255355062795,1.791759469228055,79,202,204
2,7,21.21,1,11.695255355062795,1.791759469228055,148,202,192
2,7,17.2,1,11.695255355062795,1.791759469228055,81,202,26
2,7,20.52,1,11.695255355062795,1.791759469228055,155,202,28
2,7,20.37,1,11.695255355062795,1.791759469228055,71,202,72
2,7,16.1,1,11.695255355062795,1.791759469228055,223,202,192
2,7,20.77,1,11.695255355062795,1.791759469228055,72,202,192
2,7,21.01,1,11.695255355062795,1.791759469228055,155,202,204
2,7,20.89,1,11.695255355062795,1.791759469228055,126,202,34
2,7,21.7,1,11.695255355062795,1.791759469228055,81,202,204
2,7,28.4,1,11.695255355062795,1.791759469228055,72,202,204
2,7,19.67,1,11.695255355062795,1.791759469228055,81,202,28
2,7,14.53,1,11.695255355062795,1.791759469228055,72,202,192
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,34
2,7,12.07,1,11.695255355062795,1.791759469228055,72,202,195
2,7,30.48,1,11.695255355062795,1.791759469228055,81,202,28
2,7,15.01,1,11.695255355062795,1.791759469228055,71,202,195
2,7,17.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,192
2,7,12.05,1,11.695255355062795,1.791759469228055,74,202,28
2,7,15.29,1,11.695255355062795,1.791759469228055,153,202,28
2,7,20.77,1,11.695255355062795,1.791759469228055,72,202,28
2,7,20.04,1,11.695255355062795,1.791759469228055,81,202,28
2,7,15.26,1,11.695255355062795,1.791759469228055,169,202,192
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,192
2,7,17.4,1,11.695255355062795,1.791759469228055,81,202,192
2,7,18.9,1,11.695255355062795,1.791759469228055,91,202,28
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,125,202,28
2,7,18.88,1,11.695255355062795,1.791759469228055,79,202,53
2,7,21.21,1,11.695255355062795,1.791759469228055,148,202,195
2,7,25.4,1,11.695255355062795,1.791759469228055,79,202,195
2,7,22.0,1,11.695255355062795,1.791759469228055,125,202,28
2,7,18.5,1,11.695255355062795,1.791759469228055,79,202,194
2,7,26.83,1,11.695255355062795,1.791759469228055,25,202,192
2,7,20.4,1,11.695255355062795,1.791759469228055,121,202,28
2,7,17.5,1,11.695255355062795,1.791759469228055,72,202,28
2,7,23.0,1,11.695255355062795,1.791759469228055,79,202,34
2,7,18.9,1,11.695255355062795,1.791759469228055,129,202,28
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,34
2,7,14.7,1,11.695255355062795,1.791759469228055,74,202,36
2,7,15.1,1,11.695255355062795,1.791759469228055,72,202,28
2,7,22.35,1,11.695255355062795,1.791759469228055,150,202,28
2,7,16.7,1,11.695255355062795,1.791759469228055,72,202,192
2,7,18.6,1,11.695255355062795,1.791759469228055,81,202,35
2,7,19.4,1,11.695255355062795,1.791759469228055,163,202,34
2,7,16.1,1,11.695255355062795,1.791759469228055,21,202,28
2,7,16.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,16.2,1,11.695255355062795,1.791759469228055,79,202,28
2,7,12.7,1,11.695255355062795,1.791759469228055,72,202,26
2,7,26.59,1,11.695255355062795,1.791759469228055,79,202,194
2,7,24.7,1,11.695255355062795,1.791759469228055,127,202,28
2,7,14.74,1,11.695255355062795,1.791759469228055,72,202,28
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,194
2,7,13.9,1,11.695255355062795,1.791759469228055,81,202,34
2,7,21.4,1,11.695255355062795,1.791759469228055,153,202,28
2,7,15.0,1,11.695255355062795,1.791759469228055,168,202,192
2,7,22.7,1,11.695255355062795,1.791759469228055,79,202,192
2,7,12.65,1,11.695255355062795,1.791759469228055,72,202,192
2,7,16.39,1,11.695255355062795,1.791759469228055,75,202,28
2,7,15.0,1,11.695255355062795,1.791759469228055,168,202,192
2,7,15.6,1,11.695255355062795,1.791759469228055,162,202,192
2,7,31.12,1,11.695255355062795,1.791759469228055,148,202,192
2,7,17.38,1,11.695255355062795,1.791759469228055,155,202,204
2,7,17.0,1,11.695255355062795,1.791759469228055,189,202,28
2,7,11.7,1,11.695255355062795,1.791759469228055,72,202,36
2,7,23.4,1,11.695255355062795,1.791759469228055,93,202,192
2,7,20.36,1,11.695255355062795,1.791759469228055,175,202,204
2,7,25.5,1,11.695255355062795,1.791759469228055,81,202,34
2,7,23.0,1,11.695255355062795,1.791759469228055,79,202,192
2,7,8.0,1,11.695255355062795,1.791759469228055,150,202,36
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,204
2,7,17.5,1,11.695255355062795,1.791759469228055,169,202,36
2,7,20.51,1,11.695255355062795,1.791759469228055,131,202,194
2,7,21.7,1,11.695255355062795,1.791759469228055,155,202,36
2,7,18.9,1,11.695255355062795,1.791759469228055,93,202,28
2,7,19.01,1,11.695255355062795,1.791759469228055,74,202,28
2,7,18.15,1,11.695255355062795,1.791759469228055,81,202,36
2,7,18.9,1,11.695255355062795,1.791759469228055,129,202,28
2,7,12.0,1,11.695255355062795,1.791759469228055,148,202,28
2,7,15.96,1,11.695255355062795,1.791759469228055,137,202,192
2,7,15.4,1,11.695255355062795,1.791759469228055,123,202,28
2,7,18.0,1,11.695255355062795,1.791759469228055,81,202,28
2,7,18.4,1,11.695255355062795,1.791759469228055,81,202,192
2,7,17.01,1,11.695255355062795,1.791759469228055,79,202,192
2,7,20.5,1,11.695255355062795,1.791759469228055,81,202,36
2,7,12.04,1,11.695255355062795,1.791759469228055,74,202,192
1,2,19.255853130413264,4,9.90353755128617,2.5257286443082556,74,99,119
1,9,15.37,4,9.937309101011639,1.6389967146756448,12,146,118
1,3,20.0,4,10.308985993422082,2.1400661634962708,74,193,142
1,9,19.81,4,10.989487303153394,1.6054298910365616,93,81,121
1,9,18.7,4,10.819798284210286,1.8718021769015913,79,59,48
1,8,13.0,1,9.90353755128617,3.5263605246161616,148,176,119
1,8,23.1,4,10.288885998493978,1.7101878155342434,153,143,151
1,14,19.0,4,10.661977618146238,1.3480731482996928,87,136,121
1,6,16.55,1,10.043336447652527,3.9318256327243257,74,20,120
2,6,14.8,4,10.163001605159987,2.2202898502672155,72,45,150
1,3,21.0,4,9.90353755128617,2.2669579153508947,81,82,192
1,5,18.2,4,9.781997654948418,2.188295946591918,72,59,120
1,4,20.37,1,10.819798284210286,3.7256934272366524,72,13,117
1,6,22.0,4,10.819798284210286,1.9600947840472698,148,159,192
2,6,18.9,4,10.84204845305601,1.809926773183504,156,70,122
1,5,21.5,1,11.145247350422723,2.0918640616783932,79,228,148
1,7,17.1,1,11.082157933374816,2.583997552432231,155,92,119
1,10,17.4,4,11.443382442177796,1.9021075263969205,79,57,135
1,2,19.255853130413264,1,9.798182590890704,3.6888794541139363,74,246,119
2,10,18.0,4,11.5051553557058,1.55814461804655,129,53,117
1,8,20.3,4,10.308985993422082,1.3217558399823195,241,67,200
1,10,18.0,4,10.328853322350628,1.665818245870208,163,53,120
1,6,25.2,1,11.07443600653965,2.0476928433652555,72,159,120
