No_Of_Owners,car_age,Mileage,Fuel_Type,Kilomerters_driven,Price,Features_encoded,Model_encoded,location_encoded
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,155,202,77
2,7,15.2,1,11.695255355062795,1.791759469228055,74,202,192
2,7,18.2,1,11.695255355062795,1.791759469228055,74,202,87
2,7,20.08,1,11.695255355062795,1.791759469228055,74,202,192
2,7,15.3,1,11.695255355062795,1.791759469228055,34,202,77
2,7,22.41,1,11.695255355062795,1.791759469228055,74,202,90
2,7,16.8,1,11.695255355062795,1.791759469228055,148,202,77
2,7,20.1,1,11.695255355062795,1.791759469228055,155,202,82
2,7,17.71,1,11.695255355062795,1.791759469228055,139,202,77
2,7,16.1,1,11.695255355062795,1.791759469228055,21,202,77
2,7,15.0,1,11.695255355062795,1.791759469228055,191,202,34
2,7,22.07,1,11.695255355062795,1.791759469228055,79,202,110
2,7,27.4,1,11.695255355062795,1.791759469228055,121,202,77
2,7,15.1,1,11.695255355062795,1.791759469228055,72,202,87
2,7,20.5,1,11.695255355062795,1.791759469228055,155,202,85
2,7,23.01,1,11.695255355062795,1.791759469228055,95,202,105
2,7,22.25,1,11.695255355062795,1.791759469228055,37,202,87
2,7,31.59,1,11.695255355062795,1.791759469228055,126,202,80
2,7,20.88,1,11.695255355062795,1.791759469228055,2,202,84
2,7,22.56,1,11.695255355062795,1.791759469228055,150,202,87
2,7,17.69,1,11.695255355062795,1.791759469228055,81,202,86
2,7,18.78,1,11.695255355062795,1.791759469228055,28,202,192
2,7,24.8,1,11.695255355062795,1.791759469228055,153,202,78
2,7,16.0,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.1,1,11.695255355062795,1.791759469228055,241,202,192
2,7,19.1,1,11.695255355062795,1.791759469228055,246,202,80
2,7,16.35,1,11.695255355062795,1.791759469228055,74,202,87
2,7,22.41,1,11.695255355062795,1.791759469228055,148,202,78
2,7,25.17,1,11.695255355062795,1.791759469228055,81,202,87
2,7,15.1,1,11.695255355062795,1.791759469228055,74,202,87
2,7,20.0,1,11.695255355062795,1.791759469228055,74,202,192
2,7,13.01,1,11.695255355062795,1.791759469228055,79,202,192
2,7,18.9,1,11.695255355062795,1.791759469228055,93,202,77
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,106
2,7,20.8,1,11.695255355062795,1.791759469228055,74,202,87
2,7,17.3,1,11.695255355062795,1.791759469228055,240,202,77
2,7,26.0,1,11.695255355062795,1.791759469228055,254,202,77
2,7,12.99,1,11.695255355062795,1.791759469228055,79,202,80
2,7,22.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,20.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,16.2,1,11.695255355062795,1.791759469228055,79,202,110
2,7,18.6,1,11.695255355062795,1.791759469228055,248,202,110
2,7,21.1,1,11.695255355062795,1.791759469228055,167,202,77
2,7,20.92,1,11.695255355062795,1.791759469228055,90,202,77
2,7,17.0,1,11.695255355062795,1.791759469228055,72,202,77
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,217,202,106
2,7,15.4,1,11.695255355062795,1.791759469228055,129,202,78
2,7,18.0,1,11.695255355062795,1.791759469228055,163,202,77
2,7,25.17,1,11.695255355062795,1.791759469228055,81,202,77
2,7,19.5,1,11.695255355062795,1.791759469228055,126,202,192
2,7,18.5,1,11.695255355062795,1.791759469228055,79,202,77
2,7,23.84,1,11.695255355062795,1.791759469228055,81,202,87
2,7,11.57,1,11.695255355062795,1.791759469228055,93,202,77
2,7,22.41,1,11.695255355062795,1.791759469228055,148,202,88
2,7,23.9,1,11.695255355062795,1.791759469228055,79,202,77
2,7,22.32,1,11.695255355062795,1.791759469228055,79,202,77
2,7,13.6,1,11.695255355062795,1.791759469228055,135,202,91
2,7,21.7,1,11.695255355062795,1.791759469228055,81,202,111
2,7,20.54,1,11.695255355062795,1.791759469228055,79,202,87
2,7,20.14,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.79,1,11.695255355062795,1.791759469228055,155,202,87
2,7,21.7,1,11.695255355062795,1.791759469228055,81,202,80
2,7,17.8,1,11.695255355062795,1.791759469228055,199,202,77
2,7,24.39,1,11.695255355062795,1.791759469228055,125,202,98
2,7,20.1,1,11.695255355062795,1.791759469228055,155,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,141,202,87
2,7,22.05,1,11.695255355062795,1.791759469228055,125,202,87
2,7,28.4,1,11.695255355062795,1.791759469228055,148,202,96
2,7,17.5,1,11.695255355062795,1.791759469228055,81,202,77
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,77
2,7,18.78,1,11.695255355062795,1.791759469228055,28,202,77
2,7,18.6,1,11.695255355062795,1.791759469228055,79,202,77
2,7,16.5,1,11.695255355062795,1.791759469228055,122,202,85
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,89
2,7,20.14,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.7,1,11.695255355062795,1.791759469228055,81,202,76
2,7,22.54,1,11.695255355062795,1.791759469228055,79,202,77
2,7,17.8,1,11.695255355062795,1.791759469228055,167,202,77
2,7,19.59,1,11.695255355062795,1.791759469228055,72,202,89
2,7,21.13,1,11.695255355062795,1.791759469228055,81,202,87
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,86
2,7,23.2,1,11.695255355062795,1.791759469228055,240,202,87
2,7,17.1,1,11.695255355062795,1.791759469228055,153,202,75
2,7,15.0,1,11.695255355062795,1.791759469228055,226,202,77
2,7,25.8,1,11.695255355062795,1.791759469228055,155,202,28
2,7,23.84,1,11.695255355062795,1.791759469228055,153,202,77
2,7,19.81,1,11.695255355062795,1.791759469228055,129,202,77
2,7,16.36,1,11.695255355062795,1.791759469228055,148,202,77
2,7,19.5,1,11.695255355062795,1.791759469228055,153,202,95
2,7,20.14,1,11.695255355062795,1.791759469228055,79,202,87
2,7,18.0,1,11.695255355062795,1.791759469228055,173,202,77
2,7,15.26,1,11.695255355062795,1.791759469228055,72,202,84
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,86
2,7,11.9,1,11.695255355062795,1.791759469228055,72,202,77
2,7,18.6,1,11.695255355062795,1.791759469228055,155,202,87
2,7,14.16,1,11.695255355062795,1.791759469228055,72,202,77
2,7,22.7,1,11.695255355062795,1.791759469228055,153,202,77
2,7,17.33,1,11.695255355062795,1.791759469228055,206,202,87
2,7,17.9,1,11.695255355062795,1.791759469228055,79,202,77
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,89
2,7,20.36,1,11.695255355062795,1.791759469228055,175,202,77
2,7,12.0,1,11.695255355062795,1.791759469228055,79,202,77
2,7,19.49,1,11.695255355062795,1.791759469228055,136,202,49
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,77
2,7,16.8,1,11.695255355062795,1.791759469228055,74,202,86
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,87
2,7,12.99,1,11.695255355062795,1.791759469228055,79,202,98
2,7,22.25,1,11.695255355062795,1.791759469228055,37,202,107
2,7,25.8,1,11.695255355062795,1.791759469228055,81,202,195
2,7,25.8,1,11.695255355062795,1.791759469228055,155,202,88
2,7,26.59,1,11.695255355062795,1.791759469228055,79,202,77
2,7,23.4,1,11.695255355062795,1.791759469228055,93,202,77
2,7,18.75,1,11.695255355062795,1.791759469228055,81,202,87
2,7,15.1,1,11.695255355062795,1.791759469228055,72,202,87
2,7,13.96,1,11.695255355062795,1.791759469228055,74,202,87
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,77
2,7,22.69,1,11.695255355062795,1.791759469228055,72,202,110
2,7,12.05,1,11.695255355062795,1.791759469228055,129,202,95
2,7,18.6,1,11.695255355062795,1.791759469228055,162,202,77
2,7,20.8,1,11.695255355062795,1.791759469228055,74,202,87
2,7,21.9,1,11.695255355062795,1.791759469228055,153,202,80
2,7,23.7,1,11.695255355062795,1.791759469228055,81,202,87
2,7,17.5,1,11.695255355062795,1.791759469228055,72,202,77
2,7,19.81,1,11.695255355062795,1.791759469228055,93,202,77
2,7,18.6,1,11.695255355062795,1.791759469228055,163,202,77
2,7,18.9,1,11.695255355062795,1.791759469228055,129,202,78
2,7,28.4,1,11.695255355062795,1.791759469228055,72,202,110
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,20.85,1,11.695255355062795,1.791759469228055,93,202,82
2,7,21.9,1,11.695255355062795,1.791759469228055,188,202,77
2,7,26.0,1,11.695255355062795,1.791759469228055,155,202,77
2,7,18.3,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.64,1,11.695255355062795,1.791759469228055,148,202,77
2,7,11.5,1,11.695255355062795,1.791759469228055,72,202,77
2,7,21.1,1,11.695255355062795,1.791759469228055,47,202,96
2,7,21.01,1,11.695255355062795,1.791759469228055,81,202,78
2,7,14.53,1,11.695255355062795,1.791759469228055,72,202,77
2,7,17.7,1,11.695255355062795,1.791759469228055,81,202,87
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,77
2,7,19.7,1,11.695255355062795,1.791759469228055,15,202,81
2,7,14.84,1,11.695255355062795,1.791759469228055,72,202,77
2,7,14.16,1,11.695255355062795,1.791759469228055,72,202,77
2,7,20.4,1,11.695255355062795,1.791759469228055,121,202,77
2,7,20.1,1,11.695255355062795,1.791759469228055,155,202,87
2,7,35.6,1,11.695255355062795,1.791759469228055,152,202,98
2,7,18.9,1,11.695255355062795,1.791759469228055,156,202,87
2,7,22.9,1,11.695255355062795,1.791759469228055,72,202,77
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,75
2,7,19.08,1,11.695255355062795,1.791759469228055,153,202,77
2,7,11.7,1,11.695255355062795,1.791759469228055,72,202,75
2,7,17.32,1,11.695255355062795,1.791759469228055,72,202,77
2,7,19.1,1,11.695255355062795,1.791759469228055,93,202,77
2,7,19.33,1,11.695255355062795,1.791759469228055,81,202,87
2,7,13.0,1,11.695255355062795,1.791759469228055,73,202,86
2,7,14.3,1,11.695255355062795,1.791759469228055,72,202,77
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,77
2,7,20.8,1,11.695255355062795,1.791759469228055,74,202,87
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,86
2,7,14.84,1,11.695255355062795,1.791759469228055,72,202,84
2,7,15.2,1,11.695255355062795,1.791759469228055,72,202,77
2,7,16.5,1,11.695255355062795,1.791759469228055,81,202,87
2,7,24.4,1,11.695255355062795,1.791759469228055,79,202,77
2,7,18.0,1,11.695255355062795,1.791759469228055,146,202,77
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,87
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,87
2,7,27.39,1,11.695255355062795,1.791759469228055,153,202,74
2,7,31.2,1,11.695255355062795,1.791759469228055,125,202,98
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,89
2,7,13.2,1,11.695255355062795,1.791759469228055,140,202,77
2,7,20.36,1,11.695255355062795,1.791759469228055,212,202,80
2,7,21.13,1,11.695255355062795,1.791759469228055,81,202,77
2,7,17.5,1,11.695255355062795,1.791759469228055,173,202,77
2,7,20.77,1,11.695255355062795,1.791759469228055,72,202,77
2,7,17.8,1,11.695255355062795,1.791759469228055,81,202,87
2,7,23.0,1,11.695255355062795,1.791759469228055,72,202,87
2,7,20.45,1,11.695255355062795,1.791759469228055,72,202,83
2,7,18.6,1,11.695255355062795,1.791759469228055,81,202,104
2,7,19.2,1,11.695255355062795,1.791759469228055,99,202,87
2,7,15.1,1,11.695255355062795,1.791759469228055,81,202,90
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,87
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,0,202,77
2,7,14.1,1,11.695255355062795,1.791759469228055,81,202,110
2,7,14.47,1,11.695255355062795,1.791759469228055,150,202,77
2,7,17.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,19.47,1,11.695255355062795,1.791759469228055,155,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,141,202,77
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,77
2,7,22.25,1,11.695255355062795,1.791759469228055,37,202,80
2,7,19.49,1,11.695255355062795,1.791759469228055,120,202,80
2,7,20.54,1,11.695255355062795,1.791759469228055,79,202,77
2,7,20.36,1,11.695255355062795,1.791759469228055,175,202,77
2,7,25.0,1,11.695255355062795,1.791759469228055,81,202,89
2,7,22.9,1,11.695255355062795,1.791759469228055,247,202,77
2,7,18.6,1,11.695255355062795,1.791759469228055,79,202,77
2,7,22.9,1,11.695255355062795,1.791759469228055,93,202,76
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,74,202,87
2,7,16.5,1,11.695255355062795,1.791759469228055,81,202,86
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,61,202,87
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,258,202,87
2,7,16.8,1,11.695255355062795,1.791759469228055,16,202,78
2,7,22.74,1,11.695255355062795,1.791759469228055,144,202,77
2,7,20.88,1,11.695255355062795,1.791759469228055,2,202,78
2,7,18.5,1,11.695255355062795,1.791759469228055,188,202,77
2,7,19.33,1,11.695255355062795,1.791759469228055,121,202,87
2,7,28.4,1,11.695255355062795,1.791759469228055,148,202,110
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,100,202,87
2,7,19.5,1,11.695255355062795,1.791759469228055,153,202,85
2,7,18.6,1,11.695255355062795,1.791759469228055,81,202,80
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,141,202,77
2,7,17.03,1,11.695255355062795,1.791759469228055,153,202,87
2,7,22.54,1,11.695255355062795,1.791759469228055,81,202,110
2,7,17.03,1,11.695255355062795,1.791759469228055,81,202,102
2,7,18.9,1,11.695255355062795,1.791759469228055,93,202,77
2,7,21.01,1,11.695255355062795,1.791759469228055,81,202,90
2,7,22.41,1,11.695255355062795,1.791759469228055,74,202,82
2,7,22.7,1,11.695255355062795,1.791759469228055,79,202,36
2,7,13.5,1,11.695255355062795,1.791759469228055,148,202,77
2,7,23.9,1,11.695255355062795,1.791759469228055,79,202,77
2,7,19.33,1,11.695255355062795,1.791759469228055,121,202,87
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,87
2,7,13.0,1,11.695255355062795,1.791759469228055,87,202,87
2,7,13.6,1,11.695255355062795,1.791759469228055,135,202,77
2,7,25.24,1,11.695255355062795,1.791759469228055,155,202,102
2,7,15.85,1,11.695255355062795,1.791759469228055,79,202,77
2,7,22.41,1,11.695255355062795,1.791759469228055,148,202,79
2,7,22.38,1,11.695255355062795,1.791759469228055,150,202,106
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,77
2,7,15.9,1,11.695255355062795,1.791759469228055,0,202,77
2,7,22.0,1,11.695255355062795,1.791759469228055,125,202,87
2,7,20.0,1,11.695255355062795,1.791759469228055,130,202,77
2,7,15.5,1,11.695255355062795,1.791759469228055,72,202,77
2,7,24.0,1,11.695255355062795,1.791759469228055,93,202,77
2,7,20.54,1,11.695255355062795,1.791759469228055,79,202,73
2,7,19.01,1,11.695255355062795,1.791759469228055,72,202,77
2,7,26.8,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.19,1,11.695255355062795,1.791759469228055,81,202,77
2,7,22.05,1,11.695255355062795,1.791759469228055,125,202,87
2,7,18.0,1,11.695255355062795,1.791759469228055,155,202,108
2,7,20.51,1,11.695255355062795,1.791759469228055,94,202,77
2,7,21.4,1,11.695255355062795,1.791759469228055,81,202,77
2,7,17.8,1,11.695255355062795,1.791759469228055,81,202,87
2,7,25.2,1,11.695255355062795,1.791759469228055,72,202,90
2,7,21.1,1,11.695255355062795,1.791759469228055,132,202,77
2,7,17.33,1,11.695255355062795,1.791759469228055,206,202,87
2,7,18.55,1,11.695255355062795,1.791759469228055,74,202,80
2,7,18.9,1,11.695255355062795,1.791759469228055,79,202,77
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,77
2,7,22.07,1,11.695255355062795,1.791759469228055,79,202,87
2,7,25.0,1,11.695255355062795,1.791759469228055,81,202,87
2,7,21.46,1,11.695255355062795,1.791759469228055,155,202,87
2,7,15.29,1,11.695255355062795,1.791759469228055,153,202,77
2,7,25.17,1,11.695255355062795,1.791759469228055,40,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,132,202,77
2,7,19.34,1,11.695255355062795,1.791759469228055,150,202,77
2,7,24.7,1,11.695255355062795,1.791759469228055,130,202,87
2,7,15.2,1,11.695255355062795,1.791759469228055,74,202,87
2,7,17.7,1,11.695255355062795,1.791759469228055,162,202,77
2,7,23.95,1,11.695255355062795,1.791759469228055,122,202,98
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,77
2,7,15.8,1,11.695255355062795,1.791759469228055,154,202,77
2,7,24.3,1,11.695255355062795,1.791759469228055,153,202,80
2,7,20.5,1,11.695255355062795,1.791759469228055,155,202,96
2,7,21.4,1,11.695255355062795,1.791759469228055,81,202,87
2,7,18.0,1,11.695255355062795,1.791759469228055,74,202,75
2,7,28.4,1,11.695255355062795,1.791759469228055,148,202,87
2,7,19.01,1,11.695255355062795,1.791759469228055,155,202,87
2,7,21.79,1,11.695255355062795,1.791759469228055,155,202,77
2,7,28.4,1,11.695255355062795,1.791759469228055,148,202,87
2,7,22.0,1,11.695255355062795,1.791759469228055,125,202,89
2,7,16.2,1,11.695255355062795,1.791759469228055,79,202,77
2,7,16.35,1,11.695255355062795,1.791759469228055,150,202,87
2,7,19.3,1,11.695255355062795,1.791759469228055,173,202,89
2,7,28.09,1,11.695255355062795,1.791759469228055,79,202,87
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,79,202,77
2,7,18.15,1,11.695255355062795,1.791759469228055,81,202,87
2,7,17.5,1,11.695255355062795,1.791759469228055,81,202,87
2,7,20.7,1,11.695255355062795,1.791759469228055,155,202,87
2,7,18.49,1,11.695255355062795,1.791759469228055,125,202,56
2,7,21.4,1,11.695255355062795,1.791759469228055,121,202,77
2,7,21.1,1,11.695255355062795,1.791759469228055,167,202,77
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,36
2,7,19.5,1,11.695255355062795,1.791759469228055,153,202,90
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,77
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,77
2,7,12.0,1,11.695255355062795,1.791759469228055,79,202,77
2,7,25.8,1,11.695255355062795,1.791759469228055,121,202,77
2,7,22.05,1,11.695255355062795,1.791759469228055,125,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,62,202,77
2,7,17.6,1,11.695255355062795,1.791759469228055,81,202,89
2,7,18.15,1,11.695255355062795,1.791759469228055,39,202,77
2,7,17.0,1,11.695255355062795,1.791759469228055,74,202,87
2,7,17.8,1,11.695255355062795,1.791759469228055,167,202,92
2,7,17.3,1,11.695255355062795,1.791759469228055,79,202,28
2,7,19.81,1,11.695255355062795,1.791759469228055,243,202,77
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,0,202,77
2,7,19.0,1,11.695255355062795,1.791759469228055,72,202,36
2,7,18.5,1,11.695255355062795,1.791759469228055,159,202,87
2,7,13.0,1,11.695255355062795,1.791759469228055,52,202,77
2,7,19.33,1,11.695255355062795,1.791759469228055,150,202,87
2,7,21.9,1,11.695255355062795,1.791759469228055,188,202,86
2,7,16.5,1,11.695255355062795,1.791759469228055,122,202,77
2,7,20.36,1,11.695255355062795,1.791759469228055,195,202,77
2,7,20.5,1,11.695255355062795,1.791759469228055,155,202,64
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,89
2,7,18.5,1,11.695255355062795,1.791759469228055,81,202,87
2,7,19.2,1,11.695255355062795,1.791759469228055,125,202,87
2,7,26.59,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.1,1,11.695255355062795,1.791759469228055,132,202,77
2,7,25.2,1,11.695255355062795,1.791759469228055,72,202,77
2,7,28.09,1,11.695255355062795,1.791759469228055,79,202,77
2,7,19.7,1,11.695255355062795,1.791759469228055,232,202,200
2,7,20.51,1,11.695255355062795,1.791759469228055,150,202,77
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,0,202,77
2,7,18.4,1,11.695255355062795,1.791759469228055,81,202,87
2,7,19.7,1,11.695255355062795,1.791759469228055,14,202,77
2,7,19.7,1,11.695255355062795,1.791759469228055,249,202,80
2,7,18.16,1,11.695255355062795,1.791759469228055,81,202,77
2,7,18.75,1,11.695255355062795,1.791759469228055,128,202,87
2,7,18.9,1,11.695255355062795,1.791759469228055,91,202,77
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,87
2,7,23.4,1,11.695255355062795,1.791759469228055,246,202,105
2,7,16.5,1,11.695255355062795,1.791759469228055,74,202,87
2,7,24.0,1,11.695255355062795,1.791759469228055,93,202,77
2,7,21.9,1,11.695255355062795,1.791759469228055,79,202,77
2,7,26.0,1,11.695255355062795,1.791759469228055,79,202,28
2,7,21.21,1,11.695255355062795,1.791759469228055,148,202,82
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,38
2,7,12.9,1,11.695255355062795,1.791759469228055,162,202,77
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,77
2,7,24.3,1,11.695255355062795,1.791759469228055,81,202,87
2,7,23.95,1,11.695255355062795,1.791759469228055,122,202,96
2,7,22.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,17.03,1,11.695255355062795,1.791759469228055,79,202,82
2,7,22.1,1,11.695255355062795,1.791759469228055,81,202,85
2,7,28.09,1,11.695255355062795,1.791759469228055,79,202,77
2,7,18.3,1,11.695255355062795,1.791759469228055,81,202,87
2,7,16.0,1,11.695255355062795,1.791759469228055,79,202,86
2,7,17.1,1,11.695255355062795,1.791759469228055,153,202,78
2,7,22.9,1,11.695255355062795,1.791759469228055,93,202,77
2,7,20.73,1,11.695255355062795,1.791759469228055,79,202,77
2,7,17.3,1,11.695255355062795,1.791759469228055,59,202,77
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,87
2,7,16.73,1,11.695255355062795,1.791759469228055,72,202,77
2,7,12.7,1,11.695255355062795,1.791759469228055,72,202,76
2,7,19.255853130413264,1,11.695255355062795,1.791759469228055,81,202,87
2,7,12.99,1,11.695255355062795,1.791759469228055,43,202,98
2,7,16.0,1,11.695255355062795,1.791759469228055,79,202,87
2,7,18.49,1,11.695255355062795,1.791759469228055,81,202,77
2,7,27.39,1,11.695255355062795,1.791759469228055,153,202,99
2,7,11.5,1,11.695255355062795,1.791759469228055,72,202,77
2,7,24.39,1,11.695255355062795,1.791759469228055,268,202,93
2,7,20.51,1,11.695255355062795,1.791759469228055,93,202,77
2,7,15.9,1,11.695255355062795,1.791759469228055,52,202,77
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,80
2,7,21.1,1,11.695255355062795,1.791759469228055,62,202,192
2,7,21.1,1,11.695255355062795,1.791759469228055,62,202,28
2,7,15.6,1,11.695255355062795,1.791759469228055,230,202,75
2,7,18.2,1,11.695255355062795,1.791759469228055,177,202,224
2,7,21.1,1,11.695255355062795,1.791759469228055,62,202,192
2,7,18.75,1,11.695255355062795,1.791759469228055,128,202,192
2,7,25.17,1,11.695255355062795,1.791759469228055,94,202,85
2,7,19.0,1,11.695255355062795,1.791759469228055,119,202,77
2,7,20.0,1,11.695255355062795,1.791759469228055,150,202,192
2,7,26.83,1,11.695255355062795,1.791759469228055,25,202,194
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,87
2,7,21.21,1,11.695255355062795,1.791759469228055,148,202,87
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,86
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,86
2,7,17.3,1,11.695255355062795,1.791759469228055,265,202,192
2,7,18.6,1,11.695255355062795,1.791759469228055,91,202,192
2,7,17.29,1,11.695255355062795,1.791759469228055,121,202,82
2,7,16.5,1,11.695255355062795,1.791759469228055,72,202,77
2,7,17.0,1,11.695255355062795,1.791759469228055,189,202,77
2,7,17.92,1,11.695255355062795,1.791759469228055,137,202,75
2,7,20.0,1,11.695255355062795,1.791759469228055,155,202,87
2,7,15.81,1,11.695255355062795,1.791759469228055,74,202,192
2,7,17.0,1,11.695255355062795,1.791759469228055,191,202,77
2,7,20.0,1,11.695255355062795,1.791759469228055,79,202,192
2,7,23.1,1,11.695255355062795,1.791759469228055,153,202,192
2,7,19.3,1,11.695255355062795,1.791759469228055,120,202,87
2,7,23.0,1,11.695255355062795,1.791759469228055,155,202,77
2,7,17.03,1,11.695255355062795,1.791759469228055,153,202,192
2,7,20.0,1,11.695255355062795,1.791759469228055,79,202,77
2,7,20.0,1,11.695255355062795,1.791759469228055,79,202,77
2,7,20.8,1,11.695255355062795,1.791759469228055,74,202,192
2,7,21.79,1,11.695255355062795,1.791759469228055,155,202,108
2,7,23.95,1,11.695255355062795,1.791759469228055,122,202,95
2,7,21.5,1,11.695255355062795,1.791759469228055,155,202,78
2,7,20.63,1,11.695255355062795,1.791759469228055,132,202,106
2,7,16.0,1,11.695255355062795,1.791759469228055,125,202,85
2,7,19.3,1,11.695255355062795,1.791759469228055,231,202,89
2,7,9.0,1,11.695255355062795,1.791759469228055,149,202,91
2,7,17.29,1,11.695255355062795,1.791759469228055,125,202,96
2,7,19.0,1,11.695255355062795,1.791759469228055,216,202,77
2,7,19.7,1,11.695255355062795,1.791759469228055,249,202,77
2,7,16.1,1,11.695255355062795,1.791759469228055,22,202,75
2,7,25.44,1,11.695255355062795,1.791759469228055,129,202,192
2,7,18.6,1,11.695255355062795,1.791759469228055,155,202,192
2,7,16.55,1,11.695255355062795,1.791759469228055,45,202,32
2,7,25.8,1,11.695255355062795,1.791759469228055,153,202,110
2,7,17.5,1,11.695255355062795,1.791759469228055,173,202,192
2,7,19.7,1,11.695255355062795,1.791759469228055,15,202,192
2,7,20.36,1,11.695255355062795,1.791759469228055,181,202,77
2,7,13.2,1,11.695255355062795,1.791759469228055,140,202,77
2,7,24.52,1,11.695255355062795,1.791759469228055,72,202,86
2,7,17.5,1,11.695255355062795,1.791759469228055,173,202,82
2,7,15.4,1,11.695255355062795,1.791759469228055,81,202,81
2,7,17.8,1,11.695255355062795,1.791759469228055,198,202,77
2,7,16.82,1,11.695255355062795,1.791759469228055,81,202,87
2,7,16.82,1,11.695255355062795,1.791759469228055,81,202,87
2,7,21.1,1,11.695255355062795,1.791759469228055,141,202,77
2,7,22.05,1,11.695255355062795,1.791759469228055,125,202,87
2,7,19.7,1,11.695255355062795,1.791759469228055,17,202,192
2,7,27.3,1,11.695255355062795,1.791759469228055,79,202,77
2,7,21.0,1,11.695255355062795,1.791759469228055,155,202,78
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,77
2,7,19.1,1,11.695255355062795,1.791759469228055,246,202,28
2,7,17.1,1,11.695255355062795,1.791759469228055,79,202,85
2,7,16.5,1,11.695255355062795,1.791759469228055,81,202,87
2,7,18.0,1,11.695255355062795,1.791759469228055,146,202,77
2,7,15.1,1,11.695255355062795,1.791759469228055,79,202,77
2,7,16.5,1,11.695255355062795,1.791759469228055,81,202,87
2,7,17.1,1,11.695255355062795,1.791759469228055,79,202,192
2,7,20.5,1,11.695255355062795,1.791759469228055,155,202,28
2,7,16.1,1,11.695255355062795,1.791759469228055,21,202,97
2,7,24.3,1,11.695255355062795,1.791759469228055,153,202,192
2,7,25.17,1,11.695255355062795,1.791759469228055,40,202,192
2,7,22.05,1,11.695255355062795,1.791759469228055,126,202,87
2,7,24.3,1,11.695255355062795,1.791759469228055,153,202,28
2,7,13.2,1,11.695255355062795,1.791759469228055,140,202,77
2,7,18.9,1,11.695255355062795,1.791759469228055,129,202,77
